search,result,viaf,lc,isni,ratio,partialRatio,tokenSort,tokenSet,avg,
"Birkmeyer, Karl M.","Birkmeyer, Karl M.",http://viaf.org/viaf/1792147786747868220008,,,0,0,0,0,0,
"Birnbaum, Vojteck","Birnbaum, Vojteck",http://viaf.org/viaf/25625142,,,0,0,0,0,0,
"Bissell, R. Ward","Bissell, R. Ward.",http://viaf.org/viaf/32086041,http://id.loc.gov/authorities/names/n80015230,http://isni.org/isni/0000000117567300,97,100,100,100,"99,25",
"Black, Charles Christopher","Black, Charles Christopher",http://viaf.org/viaf/88664577,,,0,0,0,0,0,
"Blanc, Charles","Blanc, Charles",http://viaf.org/viaf/54191682,,,,,,,,
"Blanckenhagen, Peter von","Blanckenhagen, Peter von",http://viaf.org/viaf/19732357,,,,,,,,
"Bloch, E. Maurice","Bloch, Maurice, 1939-....",http://viaf.org/viaf/91262943,http://id.loc.gov/authorities/names/n50016559,http://isni.org/isni/0000000109239331,67,82,79,93,"80,25",
"Bloch, Peter","Bloch, Peter",http://viaf.org/viaf/100900535,,,,,,,,
"Blomfield, Reginald T.","Blomfield, Reginald Theodore, Sir, 1856-1942",http://viaf.org/viaf/55247013,http://id.loc.gov/authorities/names/n85078711,http://isni.org/isni/0000000081346054,64,95,66,95,80,
"Blouet, Guillaume-Abel","Blouet, Guillaume-Abel, 1795-1853",http://viaf.org/viaf/66615396,http://id.loc.gov/authorities/names/nr97023120,http://isni.org/isni/0000000114741107,80,100,81,100,"90,25",
"Bluemel, Carl","Bl&#xFC;mel, Carl, 1893-1976",http://viaf.org/viaf/67211179,http://id.loc.gov/authorities/names/no96048773,http://isni.org/isni/0000000120277021,54,69,38,54,"53,75",
"Blum, Shirley","Blum, Shirley Neilsen, 1932-....",http://viaf.org/viaf/32082000,http://id.loc.gov/authorities/names/n79077197,http://isni.org/isni/0000000121267861,58,100,65,100,"80,75",
"Blümel, Carl","Bl&#xFC;mel, Carl, 1893-1976",http://viaf.org/viaf/67211179,http://id.loc.gov/authorities/names/no96048773,http://isni.org/isni/0000000120277021,55,75,40,57,"56,75",
"Blümner, Hugo","Bl&#xFC;mner, Hugo, 1844-1919",http://viaf.org/viaf/73934082,http://id.loc.gov/authorities/names/n82079002,http://isni.org/isni/0000000121395249,57,77,38,59,"57,75",
"Blunt, Anthony","Blunt, Anthony, 1907-1983.",http://viaf.org/viaf/24598204,http://id.loc.gov/authorities/names/n81078280,http://isni.org/isni/0000000108559480,70,100,72,100,"85,5",
"Blunt, Wilfrid","Blunt, Wilfrid",http://viaf.org/viaf/34475654,,,,,,,,
"Boardman, John, Sir","Boardman, John, Sir",http://viaf.org/viaf/71406946,,,,,,,,
"Boas, Franz","Boas, Franz",http://viaf.org/viaf/25308,,,,,,,,
"Boas, George","Boas, George",http://viaf.org/viaf/29616712,,,,,,,,
"Boase, T. S. R.","Boase, T.S.R. (Thomas Sherrer Ross), 1898-1974",http://viaf.org/viaf/71559574,http://id.loc.gov/authorities/names/n79054466,http://isni.org/isni/0000000121022688,43,87,42,100,68,
"Bober, Harry","Bober, Harry, 1915-1988",http://viaf.org/viaf/10752366,http://id.loc.gov/authorities/names/n82012298,http://isni.org/isni/0000000114377907,69,100,69,100,"84,5",
"Bober, Phyllis Pray","Bober, Phyllis Pray",http://viaf.org/viaf/71517214,http://id.loc.gov/authorities/names/n86132777,http://isni.org/isni/0000000120282453,100,100,100,100,100,
"Bock von Wülfingen, Ordenberg","Bock von W&#xFC;lfingen, Ordenberg (1914-1960).",http://viaf.org/viaf/194712535,http://id.loc.gov/authorities/names/no2007067442,http://isni.org/isni/0000000357042386,74,79,61,80,"73,5",
"Bock, Elfried","Bock, Elfried, 1875-1933",http://viaf.org/viaf/44416444,http://id.loc.gov/authorities/names/no00049328,http://isni.org/isni/0000000109680354,72,93,71,100,84,
"Bode, Wilhelm","Bode, Wilhelm",http://viaf.org/viaf/5059224,,,,,,,,
"Bodenausen, Eberhard, Freiherr von",,,,,,,,,,
"Bodkin, Thomas","Bodkin, Thomas.",http://viaf.org/viaf/57058841,http://id.loc.gov/authorities/names/nr89016919,http://isni.org/isni/0000000107186336,97,100,100,100,"99,25",
"Bodmer, Heinrich","Bodmer, Heinrich",http://viaf.org/viaf/34498833,,,,,,,,
"Boeckler, Albert","Boeckler, Albert",http://viaf.org/viaf/74103753,,,,,,,,
"Boehlau, Johannes","Boehlau, Johannes",http://viaf.org/viaf/37661346,,,,,,,,
"Boehringer, Erich","Boehringer, Erich",http://viaf.org/viaf/109544850,,,,,,,,
"Boëthius, Axel","Bo&#xEB;thius, Axel, 1889-1969",http://viaf.org/viaf/71445052,http://id.loc.gov/authorities/names/nr89002115,http://isni.org/isni/0000000109138012,62,87,62,62,"68,25",
"Boggs, Jean Sutherland","Boggs, Jean Sutherland.",http://viaf.org/viaf/120728695,http://id.loc.gov/authorities/names/n84156621,http://isni.org/isni/0000000115807796,98,100,100,100,"99,5",
"Bohn, Richard","Bohn, Richard",http://viaf.org/viaf/45084974,,,,,,,,
"Boime, Albert","Boime, Albert",http://viaf.org/viaf/84206195,http://id.loc.gov/authorities/names/n79122064,http://isni.org/isni/0000000109202459,100,100,100,100,100,
"Boisserée, Melchior","Boisserée, Melchior",http://viaf.org/viaf/52496449,,,,,,,,
"Boisserée, Sulpiz","Boisser&#xE9;e, Sulpiz, 1783-1854",http://viaf.org/viaf/7483155,http://id.loc.gov/authorities/names/n80119438,http://isni.org/isni/0000000080865936,64,65,67,67,"65,75",
"Bologna, Ferdinando","Bologna, Ferdinando, 1925-....",http://viaf.org/viaf/279141483,http://id.loc.gov/authorities/names/n79042232,http://isni.org/isni/0000000384992563,78,100,88,100,"91,5",
"Bolognini Amorini, Antonio","Bolognini, Amorini Antonio",http://viaf.org/viaf/71740018,http://id.loc.gov/authorities/names/n82094426,http://isni.org/isni/0000000061258508,96,96,100,100,98,
"Bolton, Arthur T.","Bolton, Arthur T.",http://viaf.org/viaf/46842568,,,,,,,,
"Bond, Francis","Head, Francis Bond, Sir, 1793-1875",http://viaf.org/viaf/32116633,http://id.loc.gov/authorities/names/n87825818,http://isni.org/isni/0000000083694650,43,77,56,100,69,
"Boni, Giacomo","Boni, Giacomo, 1859-1925",http://viaf.org/viaf/20487103,http://id.loc.gov/authorities/names/n86054260,http://isni.org/isni/0000000066295578,70,100,71,100,"85,25",
"Bonicatti, Maurizio","Bonicatti, Maurizio",http://viaf.org/viaf/6303336,http://id.loc.gov/authorities/names/n83034935,http://isni.org/isni/0000000083390227,100,100,100,100,100,
"Bonnefoy, Yves","Bonnefoy, Yves",http://viaf.org/viaf/108225542,,,,,,,,
"Bony, Jean","Bony, Jean-Michel, 1942-...., mathe&#x301;maticien",http://viaf.org/viaf/51724869,http://id.loc.gov/authorities/names/nr88009829,http://isni.org/isni/0000000116414716,33,100,36,100,"67,25",
"Boon, Karel G.","Boon, Karel G.",http://viaf.org/viaf/102339392,http://id.loc.gov/authorities/names/n81023337,http://isni.org/isni/000000011579434X,100,100,100,100,100,
"Borchardt, Ludwig","Borchardt, Ludwig",http://viaf.org/viaf/46793886,,,,,,,,
"Borea, Evelina","Borea, Evelina.",http://viaf.org/viaf/56713808,http://id.loc.gov/authorities/names/n86150435,http://isni.org/isni/0000000077288795,97,100,100,100,"99,25",
"Borenius, Tancred","Borenius, Tancred, 1885-1948",http://viaf.org/viaf/24736108,http://id.loc.gov/authorities/names/nr95020005,http://isni.org/isni/0000000108800676,76,100,76,100,88,
"Börger, Hans","Börger, Hans",http://viaf.org/viaf/102314671,,,,,,,,
"Borghini, Raffaele","Borghini, Raffaello, 1537-1588",http://viaf.org/viaf/16144782942156229919,http://id.loc.gov/authorities/names/n82044723,http://isni.org/isni/0000000081356930,71,94,71,71,"76,75",
"Born, Ernst","Born, Ernst",http://viaf.org/viaf/164046190,,,,,,,,
"Born, Wolfgang","Born, Wolfgang",http://viaf.org/viaf/36546156,,,,,,,,
"Bornheim, Walter",,,,,0,0,0,0,0,
"Borovicka, Josef","Borovi&#x10D;ka, Josef, 1885-1971",http://viaf.org/viaf/60514435,http://id.loc.gov/authorities/names/n85120645,http://isni.org/isni/0000000121354180,64,59,53,62,"59,5",
"Borrelli, L. Vlad","Vlad Borrelli, Licia",http://viaf.org/viaf/76157481,http://id.loc.gov/authorities/names/nr00039582,http://isni.org/isni/0000000108233712,65,75,88,93,"80,25",
"Borrmann, Richard","Borrmann, Richard, 1852-1931",http://viaf.org/viaf/40125344,http://id.loc.gov/authorities/names/n82113118,http://isni.org/isni/0000000108905929,76,100,76,100,88,
"Borsook, Eve","Borsook, Eve",http://viaf.org/viaf/32008969,,,0,0,0,0,0,
"Boschini, Marco","Boschini, Marco",http://viaf.org/viaf/267702611,http://id.loc.gov/authorities/names/n00077316,http://isni.org/isni/0000000382940786,97,100,100,100,"99,25",
"Bossi, Giuseppe","Bossi, Giuseppe, 1777-1815",http://viaf.org/viaf/14894672,http://id.loc.gov/authorities/names/n84186659,http://isni.org/isni/0000000121216677,73,100,74,100,"86,75",
"Boswell, Peyton, Jr.","Boswell, Peyton, 1904-1950",http://viaf.org/viaf/8590434,http://id.loc.gov/authorities/names/no2004066755,http://isni.org/isni/0000000110375365,74,85,68,90,"79,25",
"Both de Tauzia, Pierre-Paul, Vicomte","Both de Tauzia, Pierre-Paul, Vicomte",http://viaf.org/viaf/100010423,,,0,0,0,0,0,
"Bothmer, Bernhard von","Bothmer, Bernard V., 1912-1993",http://viaf.org/viaf/25682540,http://id.loc.gov/authorities/names/n82060245,http://isni.org/isni/0000000081048698,67,81,72,72,73,
"Bothmer, Dietrich von","Von Bothmer, Dietrich, 1918-2009",http://viaf.org/viaf/87953167,http://id.loc.gov/authorities/names/n50063229,http://isni.org/isni/0000000109224471,68,86,80,100,"83,5",
"Bottari, Giovanni Gaetano","Bottari, Giovanni Gaetano, 1689-1775",http://viaf.org/viaf/73960467,http://id.loc.gov/authorities/names/n82044721,http://isni.org/isni/0000000080778162,82,100,83,100,"91,25",
"Boucher de Perthes, Jacques","Boucher de Perthes, Jacques, 1788-1868",http://viaf.org/viaf/29581175,http://id.loc.gov/authorities/names/n88175589,http://isni.org/isni/0000000081083143,83,100,84,100,"91,75",
"Bouchot, Henri","Bouchot, Henri",http://viaf.org/viaf/7400782,,,,,,,,
"Boudaille, Georges","Boudaille, Georges, 1925-1991",http://viaf.org/viaf/61542372,http://id.loc.gov/authorities/names/n50045267,http://isni.org/isni/0000000122807110,77,100,77,100,"88,5",
"Boulter, C. G.","Boulter, Cedric G., 1912-....",http://viaf.org/viaf/91267865,http://id.loc.gov/authorities/names/n85339271,http://isni.org/isni/0000000081638348,60,71,69,90,"72,5",
"Bousquet, Jacques","Bousquet, Jacques, 1923-....",http://viaf.org/viaf/88035161,http://id.loc.gov/authorities/names/n81007099,http://isni.org/isni/0000000109224770,78,94,86,100,"89,5",
"Boxall, William, Sir","Boxall, William, 1800-1879",http://viaf.org/viaf/24218695,http://id.loc.gov/authorities/names/no98075862,http://isni.org/isni/000000006704800X,74,85,67,88,"78,5",
"Boyer, Jean","Boyer, Jean",http://viaf.org/viaf/214574323,,,,,,,,
"Brandi, Cesare","Brandi, Cesare",http://viaf.org/viaf/27077893,,,,,,,,
"Branner, Robert","Branner, Robert, 1927-1973",http://viaf.org/viaf/91270924,http://id.loc.gov/authorities/names/n50043193,http://isni.org/isni/0000000109239497,73,100,74,100,"86,75",
"Brauer, Heinrich Friedrich Ferdinand","Brauer, Heinrich.",http://viaf.org/viaf/102335129,http://id.loc.gov/authorities/names/nr97024015,http://isni.org/isni/0000000109295640,60,94,60,100,"78,5",
"Braun, Adolphe","Braun, Adolphe, 1812-1877",http://viaf.org/viaf/27116362,http://id.loc.gov/authorities/names/n86857297,http://isni.org/isni/0000000108817400,72,100,72,100,86,
"Braun, Emil","Braun, Emil",http://viaf.org/viaf/57366272,,,,,,,,
"Braunfels, Wolfgang","Braunfels, Wolfgang",http://viaf.org/viaf/41853984,,,,,,,,
"Breasted, Henry, Jr.","Breasted, James Henry, Jr., 1908-1983",http://viaf.org/viaf/93670026,http://id.loc.gov/authorities/names/no2014162665,,70,70,68,100,77,
"Breck, Joseph","Breck, Joseph",http://viaf.org/viaf/39284238,,,,,,,,
"Breckenridge, James D.","Breckenridge, James D. 1926-1982",http://viaf.org/viaf/78659781,http://id.loc.gov/authorities/names/nr94016060,http://isni.org/isni/0000000066303275,81,100,80,100,"90,25",
"Bredius, Abraham","Bredius, Abraham, 1855-1946",http://viaf.org/viaf/64809947,http://id.loc.gov/authorities/names/nr92014290,http://isni.org/isni/0000000110284041,74,100,75,100,"87,25",
"Breeskin, Adelyn Dohme","Breeskin, Adelyn Dohme, 1896-1986",http://viaf.org/viaf/230780421,http://id.loc.gov/authorities/names/n79003992,http://isni.org/isni/0000000366057600,80,100,81,100,"90,25",
"Bréhier, Louis","Br&#xE9;hier, Louis, 1868-1951.",http://viaf.org/viaf/34495869,http://id.loc.gov/authorities/names/n85042588,http://isni.org/isni/0000000108864012,58,79,62,62,"65,25",
"Breitenbach, Edgar","Breitenbach, Edgar",http://viaf.org/viaf/192088143,http://id.loc.gov/authorities/names/n78096063,http://isni.org/isni/0000000385536674,100,100,100,100,100,
"Bremmer, H. P.","Bremmer, H.P. (Hendricus Petrus), 1871-1956",http://viaf.org/viaf/24817391,http://id.loc.gov/authorities/names/nr92008497,http://isni.org/isni/000000012124765X,46,93,45,100,71,
"Brendel, Otto J.","Brendel, Otto, 1901-1973",http://viaf.org/viaf/5038048,http://id.loc.gov/authorities/names/n79139361,http://isni.org/isni/0000000080843796,70,88,67,92,"79,25",
"Brieger, Peter H.","Brieger, Peter H., 1898-1983",http://viaf.org/viaf/103031480,http://id.loc.gov/authorities/names/n50040874,http://isni.org/isni/0000000120319797,76,100,75,100,"87,75",
"Brière, Gaston","Bri&#xE8;re, Gaston 1872-1962",http://viaf.org/viaf/22161070,http://id.loc.gov/authorities/names/nr89010853,http://isni.org/isni/0000000120222039,60,71,51,67,"62,25",
"Briganti, Giuliano","Briganti, Giuliano",http://viaf.org/viaf/19752554,,,,,,,,
"Briggs, Martin S.","Briggs, Martin S. (Martin Shaw), 1882-1977",http://viaf.org/viaf/95853392,http://id.loc.gov/authorities/names/no90011693,http://isni.org/isni/0000000109275535,58,100,58,100,79,
"Brilliant, Richard","Brilliant, Richard, 1929-....",http://viaf.org/viaf/76402417,http://id.loc.gov/authorities/names/n79039617,http://isni.org/isni/0000000080778787,77,100,87,100,91,
"Brimmer, Martin","Brimmer, Martin, 1793-1847",http://viaf.org/viaf/19547807,http://id.loc.gov/authorities/names/nr93001849,,73,100,74,100,"86,75",
"Brinckmann, Albert","Brinckmann, Albert",http://viaf.org/viaf/10639821,,,,,,,,
"Brinckmann, Justus","Brinckmann, Justus",http://viaf.org/viaf/57405970,,,,,,,,
"Brisac, Catherine","Brisac, Catherine",http://viaf.org/viaf/34594674,http://id.loc.gov/authorities/names/n78010446,http://isni.org/isni/0000000109638607,100,100,100,100,100,
"Britton, John","Britton, John",http://viaf.org/viaf/15044364,,,,,,,,
"Brizio, Edoardo","Brizio, Edoardo",http://viaf.org/viaf/71590269,http://id.loc.gov/authorities/names/n96047948,http://isni.org/isni/0000000072436090,100,100,100,100,100,
"Broadbent, Geoffrey","Broadbent, Geoffrey.",http://viaf.org/viaf/32130089,http://id.loc.gov/authorities/names/n50040588,http://isni.org/isni/0000000108853233,97,100,100,100,"99,25",
"Brockhaus, Heinrich","Brockhaus, Heinrich",http://viaf.org/viaf/69231117,,,,,,,,
"Brockwell, Maurice","Brockwell, Maurice Walter, 1869-1958",http://viaf.org/viaf/52961778,http://id.loc.gov/authorities/names/n79056508,http://isni.org/isni/0000000109724425,67,100,67,100,"83,5",
"Brom, Gerard Bartel","Brom, Gerard (Gerard Bartel), neerlandicus, 1882-1959",http://viaf.org/viaf/59881564,http://id.loc.gov/authorities/names/n88106255,http://isni.org/isni/0000000110277722,55,80,55,100,"72,5",
"Brommer, Frank","Brommer, Frank",http://viaf.org/viaf/108558048,http://id.loc.gov/authorities/names/n79135181,http://isni.org/isni/0000000109315525,100,100,100,100,100,
"Broneer, Oscar","Broneer, Oscar, 1894-1992",http://viaf.org/viaf/117252295,http://id.loc.gov/authorities/names/n86050726,http://isni.org/isni/0000000110073383,72,100,72,100,86,
"Brookner, Anita","Brookner, Anita, 1928-2016.",http://viaf.org/viaf/17238349,http://id.loc.gov/authorities/names/n50039742,http://isni.org/isni/0000000121222719,71,100,74,100,"86,25",
"Broude, Norma","Broude, Norma",http://viaf.org/viaf/93562194,http://id.loc.gov/authorities/names/n78004866,http://isni.org/isni/000000010925956X,100,100,100,100,100,
"Brown, Blanche R.","Brown, Blanche R.",http://viaf.org/viaf/4973208,,,0,0,0,0,0,
"Brown, Gerard Baldwin","Brown, G. Baldwin (Gerard Baldwin), 1849-1932",http://viaf.org/viaf/38963162,http://id.loc.gov/authorities/names/no95056408,http://isni.org/isni/0000000081177094,64,81,67,100,78,
"Brown, J. Carter","Brown, J. Carter 1934-2002",http://viaf.org/viaf/3737858,http://id.loc.gov/authorities/names/n78077122,http://isni.org/isni/0000000084174649,76,100,74,100,"87,5",
"Brown, Jonathan M.","Brown, Jonathan, 1939-....",http://viaf.org/viaf/108744962,http://id.loc.gov/authorities/names/n80032204,http://isni.org/isni/0000000120325927,77,89,80,93,"84,75",
"Brown, Milton W.","Brown, Milton Wolf, 1911-....",http://viaf.org/viaf/89752462,http://id.loc.gov/authorities/names/n80005740,http://isni.org/isni/0000000114772456,71,94,78,92,"83,75",
"Brown, Richard","Brown, Richard",http://viaf.org/viaf/31197038,,,,,,,,
"Bruce-Mitford, Rupert Leo Scott","Bruce-Mitford, Rupert Leo Scott, 1914-1994",http://viaf.org/viaf/32005125,http://id.loc.gov/authorities/names/n50048869,http://isni.org/isni/0000000110513078,85,100,86,100,"92,75",
"Bruckmann, Friedrich","Bruckmann, Friedrich",http://viaf.org/viaf/771528,,,,,,,,
"Brueckner, Alfred","Brueckner, Alfred",http://viaf.org/viaf/78819473,,,,,,,,
"Bruggen, Coosje, van","Bruggen, Coosje &#x98;van&#x9C; 1942-2009",http://viaf.org/viaf/44865517,http://id.loc.gov/authorities/names/n78009128,http://isni.org/isni/0000000121306736,62,80,67,100,"77,25",
"Bruhns, Leo","Bruhns, Leo, 1884-1957",http://viaf.org/viaf/47556007,http://id.loc.gov/authorities/names/n85252672,http://isni.org/isni/0000000108970368,67,100,67,100,"83,5",
"Brunn, Enrico","Brunn, Heinrich, 1822-1894",http://viaf.org/viaf/27831330,http://id.loc.gov/authorities/names/n87151459,http://isni.org/isni/0000000081072399,56,77,61,61,"63,75",
"Bruns, Gerda","Bruns, Gerda, 1905-1970",http://viaf.org/viaf/64767422,http://id.loc.gov/authorities/names/no98128344,http://isni.org/isni/0000000116598754,69,100,69,100,"84,5",
"Brutails, Jean-Auguste","Brutails, Jean-Auguste, 1859-1926",http://viaf.org/viaf/85932977,http://id.loc.gov/authorities/names/n86047842,http://isni.org/isni/0000000116816723,80,100,81,100,"90,25",
"Bruyn, Josua","Bruyn, J.",http://viaf.org/viaf/18379639,http://id.loc.gov/authorities/names/n82135238,http://isni.org/isni/0000000078440533,73,89,78,83,"80,75",
"Bruyne, Edgar de","Bruyne, Edgar de, 1898-1959",http://viaf.org/viaf/107533398,http://id.loc.gov/authorities/names/n88257315,http://isni.org/isni/0000000109305423,74,100,75,100,"87,25",
"Bryan, Michael","Bryan, Michael",http://viaf.org/viaf/36907512,,,,,,,,
"Bryson, Norman","Bryson, Norman, 1949-....",http://viaf.org/viaf/24782,http://id.loc.gov/authorities/names/n81057102,http://isni.org/isni/0000000373841831,72,100,84,100,89,
"Brøndsted, P. O.","Br&#xF8;ndsted, Peter Oluf, 1780-1842",http://viaf.org/viaf/64136808,http://id.loc.gov/authorities/names/nr96027506,http://isni.org/isni/0000000066350186,49,69,52,52,"55,5",
"Buberl, Paul","Buberl, Paul, 1883-1942",http://viaf.org/viaf/72421900,http://id.loc.gov/authorities/names/no2002101888,http://isni.org/isni/0000000106549211,72,92,69,100,"83,25",
"Bucarelli, Palma","Bucarelli, Palma",http://viaf.org/viaf/79129998,,,,,,,,
"Bucher, François C.","Bucher, François C.",http://viaf.org/viaf/44741744,,,,,,,,
"Buchner, Ernst","Buchner, Ernst",http://viaf.org/viaf/115065117,,,,,,,,
"Buchthal, Hugo","Buchthal, Hugo",http://viaf.org/viaf/108812458,,,,,,,,
"Bulle, Heinrich","Bulle, Heinrich",http://viaf.org/viaf/45073139,,,,,,,,
"Bulling, Anneliese","Bulling, Anneliese",http://viaf.org/viaf/91279459,,,,,,,,
"Bunt, Richard","Bunt, Richard B., 1946-",http://viaf.org/viaf/45563621,http://id.loc.gov/authorities/names/n78071453,http://isni.org/isni/0000000109685905,72,100,77,100,"87,25",
"Burchard, Ludwig","Burchard, Ludwig",http://viaf.org/viaf/97710126,,,,,,,,
"Burckhardt, Jacob","Burckhardt, Jacob, 1818-1897.",http://viaf.org/viaf/51686578,http://id.loc.gov/authorities/names/n79021381,http://isni.org/isni/0000000121326083,74,100,76,100,"87,5",
